restaurant_id,name,rating,price,review_count,categories,primary_category,category_id,location_id,latitude,longitude
MON-514398,Au Pied de Cochon,4.2,$$$,1475,Canadian (New),Chinese,1,1,45.522169,-73.57445
MON-57183,L'Express,4.3,$$$,733,French,French,2,2,45.52032,-73.57437
MON-79374,La Banquise,4.0,$$,2381,Poutineries,Chinese,1,3,45.525354,-73.574769
MON-867256,Bouillon Bilk,4.6,$$$,528,Modern European,Chinese,1,4,45.51010242374259,-73.56343199999999
MON-543673,Ichigo Ichie,4.5,$$,125,"Japanese, Pubs",Japanese,3,5,45.52128,-73.57842
MON-759662,Deville Dinerbar,4.0,$$,649,Diners,Chinese,1,6,45.499686,-73.574147
MON-660883,Le Majestique,4.4,$$,219,"Bars, Canadian (New)",Chinese,1,7,45.5175436,-73.5802618
MON-424130,Modavie,4.1,$$$,1027,"French, Mediterranean",French,2,8,45.50548,-73.55396
MON-203367,Burger Bar Crescent,4.3,$$,588,"Burgers, American, Poutineries",Chinese,1,9,45.498066,-73.577052
MON-261576,Restaurant Bonaparte,4.5,$$$,436,French,French,2,10,45.503344,-73.556115
MON-80317,Les Deux Gamins,4.2,$$,635,"French, Wine Bars, Cocktail Bars",French,2,11,45.51551334829121,-73.57096217359745
MON-227628,Poutineville,4.3,$$,649,Poutineries,Chinese,1,12,45.523205,-73.5613
MON-398955,L'Avenue,4.5,$$,1326,Breakfast & Brunch,Chinese,1,13,45.5266781712886,-73.5802391312828
MON-5503,Monarque,4.5,$$$,229,Brasseries,Chinese,1,14,45.50158,-73.55962
MON-134185,Reuben's Deli & Steakhouse,4.0,$$,730,"Delis, Sandwiches, Steakhouses",Chinese,1,15,45.49959,-73.57294
MON-939562,Ma Poule Mouillée,4.4,$$,667,"Portuguese, Chicken Shop",Chinese,1,16,45.5251692,-73.5752667883391
MON-745778,Schwartz's,4.1,$$,3423,"Delis, Sandwiches",Chinese,1,17,45.516353,-73.577642
MON-635579,Damas,4.7,$$$,475,Syrian,Chinese,1,18,45.52258,-73.61344
MON-53090,Ferreira Café,4.0,$$$,281,"Portuguese, Seafood",Chinese,1,19,45.50032,-73.57415
MON-703779,Ibéricos,4.4,$$,86,"Spanish, Tapas Bars",Spanish,4,20,45.5239019496467,-73.5824299603701
MON-52414,Kazu,4.3,$$,750,Japanese,Japanese,3,21,45.492867,-73.580078
MON-347832,Barroco,4.3,$$$,329,"Spanish, French, Cocktail Bars",Spanish,4,23,45.50138,-73.55592
MON-795487,Cadet,4.5,$$$,126,"Bars, Canadian (New)",Chinese,1,24,45.5103,-73.564418
MON-395989,Île Flottante,4.5,$$$,143,French,French,2,25,45.52352,-73.60079
MON-645850,Le Filet,4.4,$$$,118,Seafood,Chinese,1,26,45.5224024,-73.5844894
MON-197534,Joe Beef,4.3,$$$,844,"Seafood, Steakhouses",Chinese,1,27,45.483062,-73.575308
MON-657747,Dunn's,3.9,$$,365,"Poutineries, Burgers, Pizza",Chinese,1,28,45.500616619166614,-73.57158873558198
MON-731338,Arepera,4.4,$$,346,Venezuelan,Chinese,1,29,45.514992,-73.572048
MON-274420,Jérôme Ferrer Europea,4.3,$$$$,397,French,French,2,30,45.4964748,-73.5717854
MON-233594,Leméac,4.2,$$$,304,French,French,2,31,45.51832,-73.59735
MON-305390,Escondite,4.2,$$,267,"Bars, Mexican",Mexican,5,32,45.502978,-73.567959
MON-759962,Bar George,4.3,$$,281,"British, Breakfast & Brunch, Bars",Chinese,1,33,45.49914524060438,-73.575678
MON-647432,Toqué,4.2,$$$$,308,Canadian (New),Chinese,1,34,45.5029475,-73.5612041
MON-692456,Gyu-Kaku Japanese BBQ,4.4,$$$,228,"Japanese, Barbeque, Asian Fusion",Japanese,3,35,45.49681,-73.5746
MON-516730,Il Focolaio,4.3,$$,518,"Pizza, Italian",Italian,6,36,45.50407,-73.56807
MON-492829,BEVO Bar + Pizzeria,4.0,$$,424,"Bars, Pizza, Italian",Italian,6,37,45.50696,-73.55324
MON-202932,Onoir,4.3,$$$,130,"Seafood, International, Cocktail Bars",Chinese,1,38,45.515113,-73.571405
MON-453896,Saint Sushi Plateau,4.5,$$,384,"Sushi Bars, Japanese",Japanese,3,39,45.521106,-73.575346
MON-496482,Yokato Yokabai,4.2,$$,522,Ramen,Chinese,1,40,45.5212206164378,-73.578518757916
MON-909234,Estiatorio Milos,4.2,$$$$,184,Greek,Chinese,1,41,45.52169101888991,-73.60049302269982
MON-166244,Biirū,4.0,$$,204,"Japanese, Bars",Japanese,3,42,45.5049159,-73.5686505
MON-709211,Joséphine,4.4,$$,35,Seafood,Chinese,1,43,45.52086,-73.57556
MON-34000,Jatoba,4.0,$$$,150,Japanese,Japanese,3,44,45.503313,-73.567344
MON-902816,The Keg Steakhouse + Bar,4.2,$$$,358,"Steakhouses, Bars, Seafood",Chinese,1,45,45.5007523,-73.5694969
MON-601925,L'Orignal,4.2,$$$,304,Canadian (New),Chinese,1,46,45.50275,-73.55798
MON-94625,Tiradito,4.0,$$$,162,"Peruvian, Cocktail Bars, Asian Fusion",Chinese,1,47,45.50434,-73.56348
MON-880791,Lawrence,4.3,$$,240,Modern European,Chinese,1,48,45.524143,-73.5946503
MON-902799,Maison Boulud,4.2,$$$$,204,"French, Breakfast & Brunch",French,2,49,45.49985,-73.5779699
MON-881489,NYK'S,4.1,$$,216,"Pubs, Burgers, Tapas Bars",Chinese,1,50,45.5060324,-73.566685
MON-682218,Beatrice,4.1,$$$,98,Italian,Italian,6,51,45.49696960899045,-73.5809371404922
MON-732547,The Keg Steakhouse + Bar - Montreal,4.2,$$$,255,"Steakhouses, Bars, Seafood",Chinese,1,52,45.5060875776279,-73.55361568537528
MON-387894,Patati Patata,4.2,$,376,"Burgers, Poutineries",Chinese,1,53,45.51814,-73.581503
MON-298052,Garde Manger,4.2,$$$,473,Seafood,Chinese,1,55,45.50273,-73.5557
MON-166912,Lola Rosa,4.3,$$,312,Vegetarian,Chinese,1,56,45.5073247805376,-73.5757481897374
MON-238223,Le Club Chasse et Pêche,4.6,$$$$,241,"French, Canadian (New)",French,2,57,45.50893,-73.55241
MON-633271,Imadake,4.1,$$,302,"Japanese, Bars",Japanese,3,58,45.488882667853325,-73.5845826711644
MON-521968,Holder,4.2,$$$,399,"French, Bars",French,2,59,45.50047,-73.55734
MON-964493,Mae Sri,4.0,$$,101,Thai,Chinese,1,60,45.51039,-73.57262
MON-479319,N° 900,4.3,$$,57,Pizza,Chinese,1,61,45.500436,-73.558316
MON-975332,Queen Sheba,4.5,$$,72,Ethiopian,Chinese,1,62,45.51731,-73.58984
MON-589553,La Capital Tacos,4.1,$$,346,Mexican,Mexican,5,63,45.50838,-73.561
MON-343589,La Fabrique,4.2,$$$,119,French,French,2,64,45.51811,-73.56943
MON-840124,Chez Victoire,4.1,$$$,77,"French, Wine Bars",French,2,65,45.53109931841519,-73.57652291717903
MON-230785,Le Mousso,4.5,$$$$,58,Canadian (New),Chinese,1,66,45.52006,-73.56322
MON-455860,KINTON RAMEN BISHOP,3.9,$$,270,Ramen,Chinese,1,67,45.49601,-73.57487
MON-900095,Réservoir,4.1,$$,156,"Breakfast & Brunch, Brasseries",Chinese,1,68,45.517237,-73.57932
MON-648325,Le Taj,3.9,$$,324,Indian,Chinese,1,69,45.50087,-73.57643
MON-618907,L'Auberge Saint-Gabriel,4.1,$$$,97,"Venues & Event Spaces, Canadian (New)",Chinese,1,70,45.50642,-73.55418
MON-359487,Hoogan et Beaufort,4.5,$$$,91,"Canadian (New), Breweries",Chinese,1,71,45.5421766124662,-73.5634769072506
MON-84773,MajesThé,4.1,$$,175,"Asian Fusion, Bubble Tea, Taiwanese",Chinese,1,72,45.50484,-73.572759
MON-489381,Ristorante Quattro,4.1,$$$,146,Italian,Italian,6,73,45.50587,-73.556052
MON-493984,Le Serpent,4.4,$$$,175,"Italian, Brasseries",Italian,6,74,45.49756372609497,-73.55686379820928
MON-625376,Pincette,4.4,$$$,66,"Seafood, Wine Bars, Cocktail Bars",Chinese,1,75,45.5064,-73.55293
MON-689571,Gus,4.5,$$$,98,"Seafood, Steakhouses",Chinese,1,76,45.5306384,-73.6080747
MON-770858,larrys,4.3,$$,118,"Bars, Breakfast & Brunch",Chinese,1,77,45.52407441775497,-73.5946929842611
MON-690197,Jellyfish Crudo + Charbon,4.3,$$$,98,Modern European,Chinese,1,78,45.4989262422404,-73.5543499141932
MON-722046,Eggspectation - Complexe Desjardins,4.0,$$,479,"Breakfast & Brunch, Burgers, American",Chinese,1,79,45.50747533524907,-73.5656675449969
MON-502888,Nouilles de Lan Zhou,4.3,$$,761,"Chinese, Noodles",Chinese,1,80,45.5077814027869,-73.559594
MON-580052,Sparrow,4.0,$$,213,"Breakfast & Brunch, Cocktail Bars",Chinese,1,81,45.52453,-73.59662
MON-326395,Wienstein & Gavino's,3.8,$$,293,"Italian, Wine Bars",Italian,6,82,45.49751251005118,-73.576754
MON-388339,L'Usine de Spaghetti,3.9,$$,210,Italian,Italian,6,83,45.5081154,-73.5523441
MON-123693,KYO,4.0,$$,302,"Japanese, Sushi Bars",Japanese,3,84,45.50541,-73.55761
MON-996861,O'Thym,4.4,$$$,188,French,French,2,85,45.518377,-73.558126
MON-264162,Les Pyrénées,4.1,$$$,187,Spanish,Spanish,4,86,45.50127,-73.55608
MON-653572,Le Pois Penché,3.8,$$$,189,Brasseries,Chinese,1,87,45.499511,-73.576242
MON-278742,Aux Vivres Plateau,4.2,$$,429,Vegan,Chinese,1,88,45.5212392,-73.5883014
MON-411419,Nora Gray,4.1,$$$,122,Italian,Italian,6,89,45.49303,-73.568495
MON-579981,Gibbys,4.2,$$$$,564,"Seafood, Steakhouses",Chinese,1,90,45.50141,-73.55475
MON-111379,Stash Café,4.4,$$,414,Polish,Chinese,1,91,45.50260615676877,-73.55518407260888
MON-139709,Pullman,4.1,$$,207,"Tapas/Small Plates, Wine Bars",Chinese,1,92,45.50845,-73.5721
MON-388294,Sammi & Soupe Dumpling,3.9,$$,238,"Chinese, Dumplings, Asian Fusion",Chinese,1,93,45.492696,-73.580787
MON-472398,Vices et Versa,4.2,$$,152,"Poutineries, Brewpubs, Burgers",Chinese,1,94,45.5313378,-73.610497
MON-297731,Pizzeria Dei Compari,4.1,$$,96,Pizza,Chinese,1,97,45.515,-73.56375
MON-429548,Chez Delmo,4.3,$$$,111,"Seafood, French",French,2,98,45.502845,-73.558353
MON-227765,Taza Flores,4.3,$$,55,"Tapas Bars, Modern European",Chinese,1,99,45.52183,-73.60072
MON-257543,Le Colonel Moutarde,4.5,$$,27,Canadian (New),Chinese,1,100,45.52324,-73.5819
MON-309848,Bistro Tôt ou Tard,4.2,$$,84,"French, Breakfast & Brunch",French,2,101,45.52153,-73.56647
MON-923851,Les Torchés,4.1,$$,37,"Pubs, Tapas/Small Plates, Cocktail Bars",Chinese,1,102,45.5208508,-73.58559293743438
MON-776472,Jun I,4.1,$$$,97,"Sushi Bars, Japanese",Japanese,3,104,45.521119,-73.594311
MON-581171,Romados,4.2,$$,564,"Barbeque, Bakeries, Portuguese",Chinese,1,105,45.519261587336665,-73.58070295798589
MON-613649,Jardin Nelson,4.1,$$,719,"Creperies, Jazz & Blues",Chinese,1,106,45.5079539,-73.55262223588781
MON-194610,Caifan Tacos Bar,4.6,$$,22,Mexican,Mexican,5,107,45.5241886,-73.58375260000001
MON-443449,Ta Pies,4.5,$,137,"Australian, Comfort Food, Desserts",Chinese,1,108,45.51688,-73.590151
MON-771627,Le Vin Papillon,4.3,$$$,159,"Canadian (New), Wine Bars",Chinese,1,109,45.48277,-73.5754852
MON-275144,Chez Chili,4.1,$$,151,Chinese,Chinese,1,110,45.5076456,-73.560384
MON-481108,Sushi Momo Végétalien,4.6,$$,112,"Japanese, Sushi Bars, Vegan",Japanese,3,111,45.51811,-73.56943
MON-523393,Bootlegger l'Authentique,4.6,$$,70,"Cocktail Bars, Jazz & Blues, Whiskey Bars",Chinese,1,112,45.51323,-73.57058
MON-144505,Olive + Gourmando,4.3,$$,1739,"Sandwiches, Breakfast & Brunch, Salad",Chinese,1,113,45.501197,-73.5564745926598
MON-873463,Crew Collective & Café,4.3,$$,442,"Shared Office Spaces, Venues & Event Spaces, Cafes",Chinese,1,114,45.502323,-73.559316
MON-639731,Restaurant Alep,4.6,$$$,49,"Middle Eastern, Syrian",Chinese,1,115,45.5364999,-73.61646
MON-114510,La Habanera,4.0,$$,88,Cuban,Chinese,1,117,45.50311,-73.56822
MON-14082,Impasto,4.2,$$$,89,Italian,Italian,6,119,45.53314,-73.61323
MON-265345,Cloakroom Bar,4.7,$$$,221,Cocktail Bars,Chinese,1,120,45.49944,-73.57786
MON-199918,Au Kouing-Amann,4.7,$,515,Bakeries,Chinese,1,121,45.52314063890032,-73.58349412679672
MON-382640,LOV McGill,4.0,$$,292,"Vegan, Vegetarian, Breakfast & Brunch",Chinese,1,122,45.5005534,-73.5590512
MON-970636,Gokudo,4.5,$$,70,"Cocktail Bars, Japanese, Speakeasies",Japanese,3,123,45.50303,-73.56838
MON-541901,KazaMaza,4.0,$$,145,Middle Eastern,Chinese,1,124,45.517858,-73.591312
MON-941747,Le 4e Mur,4.6,$$,107,Speakeasies,Chinese,1,125,45.5161779,-73.5657819
MON-407464,Buvette Chez Simone,4.3,$$,124,"Wine Bars, Tapas/Small Plates",Chinese,1,126,45.51888,-73.59341
MON-159123,Pizzeria Bros,4.3,$$,139,Pizza,Chinese,1,128,45.5058610094765,-73.5559096025568
MON-740695,Casa Minhota,4.0,$$,50,Portuguese,Chinese,1,129,45.51664,-73.57791
MON-261235,Le Virunga,4.7,$$$,44,African,Chinese,1,130,45.52409,-73.57633
MON-406656,Le Red Tiger,3.9,$$,144,"Vietnamese, Pubs, Cocktail Bars",Vietnamese,8,131,45.519202,-73.557836
MON-800679,Le Speakeasy,4.4,$$$,58,International,Chinese,1,132,45.49946,-73.5558
MON-389062,Le Passé Composé,4.4,$$$,411,"Breakfast & Brunch, Bistros",Chinese,1,133,45.49843,-73.55785
MON-42375,Café Parvis,4.1,$$,237,"Pizza, Cafes, Bars",Chinese,1,134,45.505822,-73.569301
MON-845278,Maestro SVP,3.8,$$$,129,"Seafood, Live/Raw Food",Chinese,1,135,45.514196,-73.5729452
MON-351185,Darbar,4.1,$$,331,Indian,Chinese,1,136,45.51174,-73.56731
MON-5445,Boswell,4.3,$$,46,"Pubs, Brasseries, Breweries",Chinese,1,138,45.5384,-73.56974
MON-778704,La Distillerie No.1,4.5,$$,321,Cocktail Bars,Chinese,1,140,45.514822,-73.565401
MON-655470,Lattuca Barbecue,4.4,$$,196,Barbeque,Chinese,1,141,45.50499,-73.5538
MON-504332,Restaurant Atma,3.9,$$,80,Indian,Chinese,1,142,45.5166568,-73.579113
MON-304632,Sansotei,4.4,$$,58,"Beer, Wine & Spirits, Ramen",Chinese,1,143,45.50561,-73.56712
MON-644372,Hà,3.9,$$,101,"Vietnamese, Laotian",Vietnamese,8,144,45.51778,-73.58888
MON-605078,La Raclette,4.4,$$$,58,"Fondue, French",French,2,146,45.5295503804062,-73.5827571103087
MON-97034,St-Viateur Bagel & Café,4.0,$$,500,"Bagels, Cafes",Chinese,1,147,45.528427,-73.57911
MON-444157,Mythos Ouzeri,4.2,$$$,60,Greek,Chinese,1,148,45.52088,-73.59997
MON-399859,Jano Grillades,4.0,$$,90,"Portuguese, Barbeque",Chinese,1,149,45.51623,-73.57725
MON-338584,Brit & Chips,4.2,$$,323,"British, Fish & Chips",Chinese,1,151,45.50074,-73.55806
MON-991941,Wolf & Workman,4.5,$$,169,Pubs,Chinese,1,152,45.5037576,-73.55491567062386
MON-120153,Pizzeria Magpie,3.9,$$,99,Pizza,Chinese,1,153,45.52461,-73.59544
MON-965754,Foxy,4.1,$$$,147,Canadian (New),Chinese,1,154,45.489415,-73.567583
MON-108382,Boustan,4.1,$,476,"Middle Eastern, Mediterranean",Chinese,1,155,45.49792,-73.57789
MON-886452,Singh's,4.0,$$,112,Indian,Chinese,1,156,45.51456,-73.57461
MON-709905,Plein Sud,4.5,$$,63,"French, Wine Bars, Tapas/Small Plates",French,2,158,45.5354763,-73.5807972
MON-148982,Ye Olde Orchard,4.0,$$,56,"Barbeque, Irish Pub",Chinese,1,159,45.51343,-73.5726
MON-871583,L’Entrepôt - Mont-Royal,3.8,$,146,"Bars, Comfort Food, American",Chinese,1,160,45.527648,-73.579729
MON-23444,Isle de Garde,4.2,$$,69,Brasseries,Chinese,1,161,45.53756,-73.60205
MON-690162,Vieux-Port Steakhouse,3.6,$$$,336,"Venues & Event Spaces, Steakhouses",Chinese,1,163,45.50617298481,-73.553588470931
MON-670992,Chez José Café,4.2,$$,154,"Breakfast & Brunch, Sandwiches, Portuguese",Chinese,1,164,45.51869,-73.57799
MON-525545,L'Amère à Boire,4.0,$$,69,"Tapas Bars, Brewpubs",Chinese,1,165,45.51642,-73.566042
MON-323062,Saiko Bistrot Izakaya,4.1,$$$,91,"Japanese, Sushi Bars",Japanese,3,167,45.5023943,-73.564791
MON-681842,Breizh Café,4.5,$$,104,"Creperies, Breakfast & Brunch",Chinese,1,168,45.5167034,-73.5787906
MON-557283,Maison Saint-Paul,4.2,$$$,105,"Champagne Bars, Seafood, Cocktail Bars",Chinese,1,169,45.509204489716616,-73.5518333
MON-706921,Ryú,3.9,$$,105,"Sushi Bars, Japanese",Japanese,3,170,45.500541,-73.574323
MON-746311,Helena,4.2,$$$,103,"Portuguese, Seafood",Chinese,1,172,45.5002799,-73.55837
MON-232080,Nil Bleu,4.0,$$,158,"Ethiopian, Vegan",Chinese,1,173,45.51834,-73.57125
MON-195518,Le Rouge Gorge,4.3,$$,35,"Wine Bars, Tapas/Small Plates",Chinese,1,175,45.5291117540899,-73.5779781639576
MON-382911,Shawarmaz,4.1,$,189,"Middle Eastern, Mediterranean",Chinese,1,176,45.4973876,-73.57524787359317
MON-470178,Gyubee Japanese Grill - Montreal,4.5,$$$,29,"Japanese, Barbeque",Japanese,3,177,45.4931297,-73.57967107576893
MON-645162,Bis,4.0,$$$$,75,Italian,Italian,6,178,45.49779,-73.57424
MON-565332,Montréal Plaza,4.5,$$$$,118,Canadian (New),Chinese,1,179,45.534836,-73.600521
MON-864566,Nos Thés,3.8,$$,174,"Taiwanese, Tea Rooms",Chinese,1,180,45.494956,-73.57826
MON-450105,Monopole,4.8,$$,22,"Wine Bars, Burgers, Sandwiches",Chinese,1,181,45.49668,-73.55524
MON-169526,Wilensky,4.3,$,145,Delis,Chinese,1,182,45.52331,-73.59472
MON-188665,Boca Iberica,4.4,$$,21,Iberian,Chinese,1,183,45.5176519,-73.5818049
MON-375664,Porto Mar,4.3,$$$,43,"Portuguese, Seafood, Steakhouses",Chinese,1,185,45.50241,-73.555
MON-428612,Fabergé,4.0,$$,431,"Breakfast & Brunch, Creperies",Chinese,1,186,45.52351,-73.594997
MON-158153,Cuisine AuntDai,4.3,$$,90,Chinese,Chinese,1,187,45.49425,-73.58048
MON-595256,Liverpool House,4.2,$$$,346,French,French,2,188,45.4828859,-73.5752899
MON-113349,Le Central,4.5,$$,46,"Desserts, Food Court, Poutineries",Chinese,1,189,45.50930935934862,-73.56292127116336
MON-133280,Chez Suzette,3.7,$$,526,"Creperies, Desserts, Fondue",Chinese,1,190,45.505754,-73.553824
MON-389648,Foiegwa,4.2,$$,274,"French, Breakfast & Brunch",French,2,191,45.48127,-73.57831
MON-558956,Portus360,3.8,$$$,84,Portuguese,Chinese,1,192,45.49997,-73.56242
MON-97217,La Finca,4.6,$$,192,"Breakfast & Brunch, Venues & Event Spaces, Cafes",Chinese,1,194,45.5043279884477,-73.5628843680024
MON-744517,Kitchen Galerie,4.4,$$$,36,French,French,2,195,45.535631,-73.617056
MON-553745,C'ChoColat,4.2,$$,269,"Chocolatiers & Shops, Creperies, Sandwiches",Chinese,1,196,45.49622,-73.57531
MON-997910,Brasserie 701,3.5,$$,265,Brasseries,Chinese,1,197,45.50541,-73.55761
MON-978036,Renoir,4.1,$$$,67,"French, Breakfast & Brunch",French,2,198,45.501448,-73.57731980427067
MON-298115,La Khaïma,3.9,$$,101,"Moroccan, Egyptian",Chinese,1,199,45.522006,-73.595967
NEW-446359,Up Thai,4.4,$$,3295,Thai,Chinese,1,201,40.7698275926665,-73.9576330868512
NEW-6566,Anytime Kitchen ,4.6,$$,3152,"Korean, Tapas/Small Plates, Barbeque",Korean,7,202,40.74776270790539,-73.9867793576711
NEW-946742,Daniel,4.5,$$$$,1965,"French, Bars, New American",French,2,203,40.766742,-73.967679
NEW-352457,LoveMama,4.4,$$,6949,"Thai, Malaysian, Vietnamese",Vietnamese,8,204,40.730387,-73.986093
NEW-696573,Boucherie Union Square,4.4,$$$,1736,"Steakhouses, French, Cocktail Bars",French,2,205,40.73725824850519,-73.9882252705524
NEW-268879,Da Andrea - Greenwich Village,4.4,$$,2504,"Italian, Mediterranean, Breakfast & Brunch",Italian,6,206,40.736287,-73.995865
NEW-478760,Her Name Is Han,4.3,$$,2129,"Korean, Breakfast & Brunch",Korean,7,207,40.74625007940397,-73.98476227403484
NEW-987584,Izakaya MEW,4.3,$$,3147,"Tapas Bars, Sushi Bars, Izakaya",Chinese,1,208,40.750148,-73.9863203465939
NEW-900864,Shuka,4.3,$$,1157,"Mediterranean, Cocktail Bars, Breakfast & Brunch",Chinese,1,209,40.72707,-74.00283
NEW-869614,Joe's Shanghai,3.8,$$,7528,"Shanghainese, Seafood, Noodles",Chinese,1,210,40.7156608,-73.9967012
NEW-415025,Jean-Georges,4.2,$$$$,2045,"French, New American, Asian Fusion",French,2,211,40.7691122743293,-73.9814290717583
NEW-777381,Carbone,4.0,$$$$,1979,Italian,Italian,6,212,40.72800126711089,-74.00024274442806
NEW-916693,PLANTA Queen Nomad,4.3,$$,842,"Vegetarian, Sushi Bars, Asian Fusion",Chinese,1,213,40.744427,-73.988302
NEW-496322,Katz's Delicatessen,4.1,$$,16310,"Delis, Sandwiches, Soup",Chinese,1,214,40.72221127798768,-73.98747940414935
NEW-857868,Antidote,4.6,$$,561,"Cocktail Bars, Dim Sum, Szechuan",Chinese,1,215,40.714186,-73.965493
NEW-801682,Very Fresh Noodles,4.4,$$,1671,"Taiwanese, Chinese, Noodles",Chinese,1,216,40.74207,-74.00565
NEW-384048,Lemongrass Brooklyn,4.3,$$,1452,"Thai, Asian Fusion, Noodles",Chinese,1,217,40.688684,-73.993137
NEW-359590,Atoboy,4.3,$$$$,713,"Korean, Tapas/Small Plates, Asian Fusion",Korean,7,218,40.74364,-73.98456
NEW-295108,Double Chicken Please,4.4,$$$,802,"Cocktail Bars, Burgers, Sandwiches",Chinese,1,219,40.719584,-73.990486
NEW-329022,Chalong,4.6,$$$,532,Thai,Chinese,1,220,40.763924,-73.988883
NEW-500634,Da Gennaro,4.1,$$$,1517,"Italian, Pizza, Gluten-Free",Italian,6,221,40.71832,-73.99794
NEW-756171,Nowon East Village,4.3,$$$,436,"Korean, New American, Gastropubs",Korean,7,222,40.7253574,-73.9833014
